	comment	label	label_id
1619	تاریخ تن ماهیش نزدیک به اتموم بود	HAPPY	0
1620	پیک خیلی زود غذا رو رسوند پیتزا نمیتونم بگم عالی بود ولی پختش خوب بود و نان هم خوشمزشه.	HAPPY	0
1621	ممنون رستوران گندمان کیفیت غذا خیلی خوب بود و به موقع هم سفارش دریافت شد.	HAPPY	0
1622	فوق العاده خوشمزه بود چیزی که میشه گفت such a wOw	HAPPY	0
1623	خیلی خوش مزه. مخصوصا غوره‌ای که کنارش میفرستن عالیه	HAPPY	0
1624	نون خامه‌ای مونده بود و اصلا خوشمزه نبود	SAD	1
1625	ماهیتون خوب بود. پیک رفتار حرفه‌ای نداره. من خوابگاهی‌ام، همیشه زنگ میزنه میگه برو غذاتو بردار و قطع میکنه من که اصلا از این رفتار راضی نیستم. دفعه‌های قبل به این مسئله اشاره نکردم اما الان میبینم همیشه وضع اینطوریه.	HAPPY	0
1626	سس سالاد سزار خوب نبود حجمش هم نسبت به سالاد کم بود.	HAPPY	0
1627	نان سیر خیلی بد بود اصلا مزه نداشت همش خمیر بود.	SAD	1
1628	قبلا اگر محصولی رو می‌خواستند جایگزین کنند زنگ می‌زدند. من دوبسته نان هاتداگ سه‌تایی سفارش دادم دوتا همبرگری تکی فرستادند (به جای ۶ تا هاتداگی ۲ تا همبرگری) حالا اختلاف قیمت به کنار، این‌ چجور جایگزینیه؟! قبلا هم به جای ۸ عدد روغن کانولا روغن آفتابگردان فرستادند که روی دستم‌ مونده‌اند!	HAPPY	0
1629	سیب زمینی‌ها مونده و سیاه بود و سرشار از روغن	SAD	1
1630	خیلی سریع آوردن و خوشمزه بود فقط قارچش خیلی درشت بود زیاد خوشم نیومد	HAPPY	0
1631	خیلی به سفارشات من توجه نکردن پاستا پنیر و کاری خواسته بودم ولی سبزیجات فرستادن، پیتزا باربیکیو چیکن خواسته بودم چیکن استراگانوف فرستادن!!! شیر هم بک مارک دیگه فرستادن! ممنون	SAD	1
1632	برای بار دوم سفارش دادم. بار اول خوشمزه بود ولی اینبار برنج و کباب شور و کباب هم مزه خاصی نداشت. انگار نه انگار کباب خوردیم. اما از اسنپ ممنونم. امیدوارم بار سوم که سفارش می‌دم کلا پشیمون نشم …	SAD	1
1633	من هر هفته از رگا غذا میگیرم و واقعا طعم و کیفیتش رو دوس دارم، ولی امروز که ٤٠٪؜ تخفیف خورده بود، حجم غذا کم شده بود و ژامبونش واقعا قابل مقایسه با حالت عادی نبود، من حتی عکس هم گرفتم در حالت عادی چهار ورق ژامبون داخلشه ولی امروز یک مقدار بسیار کم ژامبون خورد شده بود، سس مایونز سفید به جای سس ساندویچ گذاشته بودن	SAD	1
1634	هم خیلی تاخیرداشت هم اینک کیفیتش خوب نبود چون مغز خیلی کم داشت اصلا به ویتامینه ویژه نمیخورد	SAD	1
1635	مرغ سوخاری کاملا خام بود و کامل انداختیمش دور … متاسفم از اینکه انقد راحت کیفیت رو پایین میارن و همچین چیزی دست مشتری میدن.	SAD	1
1636	با اینکه جهان کودک ب خیابان شیراز نزدیک است اما زمان رسیدن سفارش ۶۰ دیقه بود لطفا زمان تحویل سفارش کمتر شود با تشکر	HAPPY	0
1637	فاقد هر گونه مغز گردو یا میوه	SAD	1
1638	همه اقلام همون‌هایی بود که سفارش داده بودم و به موقع به دستم رسید. اگر تنوع اجناس بیشتر بشه دیگه خیلی عالیه.	HAPPY	0
1639	واقعا تبریک میگم کیفیت عالی ارسال سریع سپاس فراوان	HAPPY	0
1640	سرعت ارسال پیک و سوپری عالی	HAPPY	0
1641	به موقع رسید و خیلی خوب بود	HAPPY	0
1642	غذا یه مقدار سرد شده بود که شاید به خاطر فاصله رستوران تا مقصد بود ولی کیفیت پیتزا خیلی خوب بود	HAPPY	0
1643	هات داگ کلاسیک کاملا خام بود و بوی بد میداد	SAD	1
1644	غذا بیمزه و کم گوشت بود	SAD	1
1645	شیراز برگر مثل همیشه عالی	HAPPY	0
1646	خداوکیلی ٢٢ هزار تومن پوله همچین چیزیه به بچه میدادی غذارو قهر میکرد میرفت	SAD	1
1647	پیتزا فروشی که فاصله ۲ دقیقه نمی‌تونه غذا گرم برسونه بهتر غذا بیرون بر نده	SAD	1
1648	کیفیت نون خوب بود ولی متاسفانه سرد به دستم رسید و جالب اینکه پیک ۱۰ مین قبل از رسیدن اعلام کرده بود نون رو به من تحویل داده	HAPPY	0
1649	هر موقع سفارش دادم بعدش زنگ زدن که شفارشتون رو تموم کردیم و سفارش رو تغییر دادن، چرا عدم موجودیتون رو تو سایت نمی‌زنین	SAD	1
1650	عالی بود خیلی کیفیت بالا بود	HAPPY	0
1651	به تنها چیزی گه شباهت نداشت موکا بود. مزه شیرقهوه کاله میداد! به نظرم کافه‌ها باید باید باریستای درست داشته باشن	SAD	1
1652	سلام دستتون درد نکنه واقعأ عالی خسته نباشید	HAPPY	0
1653	اینبار بسیار بد. حجم کباب هربار گویا کمتر میشه. کباب سفت بود وبدون طعم. برنج مزه آب میدادو حجمش کم بود. سبزی و پیاز همرا غذا بسیار کهنه، بدشکل و پلاسیده بود. حفظ مشتری گویا برای خیلیا اصلا تعریف نشده.	SAD	1
1654	زمان ارسال به قدری طولانیست که اگر پول رو اول پرداخت نکرده بودم حتما سفارش رو کنسل می‌کردم	SAD	1
1655	لطفا یکم دقت کنید در طبخ آش	SAD	1
1656	ارسال ساندویچ ۱ ساعت زمان برد و سرد به دستم رسید	SAD	1
1657	طول کشید تا آماده بشه	SAD	1
1658	پیتزاهای سیب خیلی خوشمزه ست ولی این بار بدون توجه به سفارشم که پیتزای چانو بود پیتزای پپرونی فرستادن و با توجه به حساسیتم نتونستم بخورمش: (	SAD	1
1659	از اینکه بهداشت و رعایت میکنین سپاس. ولی اصلا از کیفیت راضی نبودم روی پیتزا انقد برشته شده بود که انگار سوخته بود و طمع پیتزا اصلا خوب نبود.	SAD	1
1660	بقدری سرد شده بود ک هر سه سیب زمینی خمیر شده بود پیتزا هم سرد بود اما خمیر نشده بود منتها از سیب زمینی چیزی نفهمیدیم انگار تبدیل به پوره شده بود مدیریت رستوران وضعیت بد اب و هوا و بارندگی رو به من اعلام کردن زمان سفارش درصورتی ک بارونی نمیومد مسافتی بین رستوران تا منزل نبود ک اب و هوا تغیر فاحشی داشته باشه. دقیقه ثبت سفارش شده بود رسید	SAD	1
1661	خیلی عالی مثل همیشه فقط قبلا روی اجناس تخفیف هم اعمال میکردن ولی الآن همه رو به قیمت درج شده روی اجناس ارائه می‌کنن	HAPPY	0
1662	واقعا شیرینی‌ها بد مزه بود! قنادی که نتونه شیرینی زبان که ابتدایی‌ترین شیرینی هست رو خوب دربیاره به درد نمیخوره	SAD	1
1663	غذا سرد بود، کیفیت پایین پیتزا	SAD	1
1664	قرار بود سیب زمینی همراه غذا بعنوان کوپن باشه ولی نبود	SAD	1
1665	روی کوه نمک یک تکه کوچک برگر گذاشته بودند. بطور کلی: ۱- شوری بسیار زیاد غذا ۲- حجم بسیار کم در مقایسه با سایر رستورانها ۳- نوشابه نیمه خنک حتما در مورد کیفیت تجدید نظر کنید. ما که رفتیم ….	SAD	1
1666	من برای روز مادر خریدم، بسته بندیش خیلی آبرومندانه و‌خوشگل بود. خود کیک‌هم تازه و خوشمزه بود.	HAPPY	0
1667	من دو تا کره ۱۰۰ گرمی سفارش دادم ولی ۲ دو تا کره ۵۰ گرمی به دستم رسیده لطفا پیگیری شه چون من پول ۱۰۰ گرمی رو دادم و اصلا پیک صبر نکرد که من چک کنم داخل کیسرو	SAD	1
1668	ماهی نصفه و بد بو بود ونسبت به سری پیش که همین غذا رو سفارش داده بود کیفیت بسیاد بد و مقدار نصف شده بود	SAD	1
1669	حجمش نسبت به قبل خیلی کمتر شده …و این حجم با این قیمت برای یه وعده خیلی مناسب نیست.	SAD	1
1670	لیموناد اشانتیون عااالی بود. ممنون	HAPPY	0
1671	حجم غذا خیلی کم شده	HAPPY	0
1672	نان مناشب ساندویچ نبود انقدر نرم بود که از هم در میرفت و همه محتویات از توش میریخت بیرون	SAD	1
1673	ممنون از باگت. مثل همیشه عالی بود.	HAPPY	0
1674	استیک اصلا کیفیت خوبی نداشت و خییلی خشک بود	SAD	1
1675	هم خامه وهم نان بسیار بی کیفت و کهنه بود متاسفانه	SAD	1
1676	تاخیر داشت. سرد بود. خمیر پیتزا مزه نون تافتون میداد!! پیتزا چانو دقیقا همین اندازه استیک روش بود. خب این خیلی کمه. چون مابقی فقط سیر و پنیر بود. ولی به نظر تمام معیار‌های پیتزای ایتالیایی رو داشت. خیلی نازک. خیلی بزرگ..	HAPPY	0
1677	اسمش بزرگه ولی کوچیک بود	HAPPY	0
1678	بجایه کاهویه معمولی از کاهویه فرانسوی باید استفاده کنید	HAPPY	0
1679	اصلا چی بود ماشروم سفارش دادم همبرگراماده فرستادن. باتوجه به توضیحات غذا طبخ و اماده سازی کنید	SAD	1
1680	با سلام فوق العاده خوش طعم و لذیذ و متفاوت! عالی بود ممنون	HAPPY	0
1681	جوجه کباب به طرز غیر قابل توضیحی شور بود!	HAPPY	0
1682	مثل همیشه عالى فقط دیر رسید	HAPPY	0
1683	چند بار سفارش دادم، همه چی عالی بوده و خیلی سریع آوردند.	HAPPY	0
1684	تمامه شیرینی‌ها کهنه و خشک بود اصلا قابل خوردن نبود واقعا خیلی کاره سختیه اگه کیفیتشون پایینه ارسال میکنن اینطوری که مشتریشونو بیشتر از دست میدن	SAD	1
1685	غذا مناسب بود.. ولی نوشابه با اینکه اسپرایت ثبت شده بود کوکا اوردند	HAPPY	0
1686	باروژ همیشه عالی بوده، فقط این بار سوخاری اسپایسی یکم موادش نرم و خمیر شده بود،، ولی مزه مرغ عالی بود و به سرعت هم به دستمون رسید	HAPPY	0
1687	غذا کاملا سرد بود بطوریکه دوباره در مایکروفر گرمش کردم	SAD	1
1688	همه چیز از پیک و زمانبندی و غیره خوب بود الا پیتزا ش. به نظرم تو موارد نارضایتی ای که بالا نوشته‌اید مورد ساده عدم رضایت از طرز پخت و مزه غذا ر م اضافه بفرمایید:) ممنون	SAD	1
1689	قیمتها خیلی گران بودن	SAD	1
1690	نسبت به قبل کیفیت و طعم ضعیف بود و اصلا ارزش به این قیمت رونداشت این دو سری اخر که خرید کردم؛ قیمتش جوری نیست که بشه باز به این فست فود فرصت داد	SAD	1
1691	شیرپسته ظرفش شکسته بود وبیش از نصفش ریخته بود داخل مقوایی که قرار داشت و خامه روش طعم خوبی نداشت و آب توت فرنگی یخ زده بود	SAD	1
1692	ممنون از دقت وسرعت ارسال	HAPPY	0
1693	پیتزا چیکن آلفردو سس قارچش بنظرم باید با پنیر بیشتری روی پیتزا سوار بشه که احساس خوردن سوپ قارچ به انسان دست نده	HAPPY	0
1694	خدا کنه همینطوری غذاتون بمونه بعدا عوض نشه ممنون	HAPPY	0
1695	تقریبا ما پول پوست و کله ماهی دادیم چون اینقدر کوچیک و بدون گوشت بود ماهی کلش یک لقمه می‌شد و البته از دورچین هم فقط چهارتا سیب زمینی پلاسیده سوخته و دو برش هویج دیدیم در کل نهار جمعه ما با این سفارش افتضاح بود	SAD	1
1696	سلام ممنون عالی بود پیک هم سریع آمد و خیلی مودب بودند ممنون	HAPPY	0
1697	بی نهایت دیر آوردن	SAD	1
1698	به غیر از اندازش که فک میکردم خیلی بزرگتر باشه بقیه مواردش عالیه بود، هم مزه فوق العاده و هم نون عالی	HAPPY	0
1699	این دفعه بال سوخاری، خیلی بی کیفیت و مونده و کوچیک بود، سیب زمینی اش هم تعریفی نداشت ولی فیله سوخاری اش خوب بود. دفعه‌ی اول اول که سفارش داده بودم کیفیت همه‌اش خیلی خوب بود.	SAD	1
1700	غذا به شدت سرد بود و دیر رسید =.	SAD	1
1701	غذا کاملا شور بود	SAD	1
1702	ارسال سفارش یک ساعت و چهل دقیقه به طول انجامید و غذای ارسالی کاملا سرد بود.	SAD	1
1703	رستوران باگت کیفیتش کلا خیلی خوب بود ولی این دفعه که سفارش دادم سالاد خوب بود ولی واقعا پیتزای ٧٧ هزار تومنی بی نهایت موادش کم بود و کلا بیشتر پنیر بود. این خیلی بده که اینهمه پول میگیرید و کیفیت فراموشتون میشه.	SAD	1
1704	قارچ سوخاری تند بووود!!	SAD	1
1705	خوب بود فقط فکر میکنم این سالاد باید پنیر هم داشته باشه	HAPPY	0
1706	طعم عالی سرعت ارسال عالی بسته بندی عالی سس‌های متنوع هم که دیگه نگم	HAPPY	0
1707	کیفیت هر دو غذا خوب بود پیک در کمتر از زمان تعیین شده رسید. نوشیدنی‌ها هر دو خنک بودند. به توضیحی که در هنگام سفارش نوشته بودم دقت کرده بودن و انجام شده بود. در مورد خود غذاها هم میکس برگر و هم فیله استریپس از نظر کمیت خوب بودند و همین طور هر دو طعم خوبی داشتن فقط سیب زمینی‌های کنار فیله استریپس کمی سرد بودن و انگار خیلی تازه نبودن و میشد با کیفیت بهتری باشد ولی باز هم در کل قابل قبول بود با تشکر از رستوران بابت ارائه سرویس خوب و همینطور تیم اسنپ فود که هر دو باری که با پشتیبانی صحبت کردم به خوبی پاسخگو بودن و مشکل بوجود آمده در ثبت تخفیف را برطرف کردند مجددا از این رستوران سفارش خواهم داد.	HAPPY	0
1708	این سفارش موجب شد که دیگه از باروژ خرید نکنم کیفیت بسیار پایین بود	SAD	1
1709	عالی بود. خوشمزه و دلچسب خصوصا نون که اصلا مخصوص خودشونه، قیمت مناسب و غذا زود بدستم رسید. از پرسنل خیلی ممنونم	HAPPY	0
1710	طعم و مزه غذا مناسب بود ولی خیلی سرد بود و اصلا به نظر نمیرسید تازه درست شده باشه	SAD	1
1711	غذا بعد از ۲ ساعت به دستم رسید. بسیار بسیار جلوی مهمانم خجالت زده شدم. پیتزا کاملا سرد و بیات شده بود. چیز برگر و ساندویچ مرغ هم خیلی بد طعم بودند	SAD	1
1712	شیر قهوه موکا فقط ١روز تا اتمام تاریخ دست من رسیده و قوطی هوفنبرگ بلوبری، رو با نوشابه ١لیتری بلوبری تغییر دادن	SAD	1
1713	از قرمه سبزی راضی بودم. متناسب و قابل انتظار بود. سالاد شیرازیش شبیه شوخی بود بیشتر. تکه‌های بزرگ خیار و گوجه بدون مزه و جالبیش یک مسیر کوتاه رو ۷۰۰۰ تومان هزینه گرفتند که بیارند، از نظر بعد مسافتی شاید اندازه یک ایستگاه اتوبوس فاصله باشه.	HAPPY	0
1714	شیرینی من با تاخیر رسید طوریکه برای تعارف به همکارام نرسید	HAPPY	0
1715	این چندمین بار بود که این پیتزا رو سفارش دادم. مثل همیشه عالی.	HAPPY	0
1716	نان خمیر وبیات بود	SAD	1
1717	به موقع و با کیفیت خوب. راضی بودم	HAPPY	0
1718	سیب زمینی خمیر شده بود. کاغذی که دور ساتدویچ پیچیده بودن به شدت بو مواد شیمیایی چاپخونه رو میداد و حتی برگر بوی کاغذ رو گرفته بود. ساندویچ مرغ فرانسوی خوب بود و نونش عالی بود. برگر هم توقعات را براورده نکرد	SAD	1
1719	غذا سرد بود و سیب زمینی آن بیات و مونده بود	SAD	1
1720	دوستان راست می‌گفتن غذا خیلی شور بود بعد اسمشم پیتزا ویژه سلامت بود!!!! به نظر میومد ژامبون بوقلمون بود نه خود گوشت بوقلمون و خب این دوتا خیلی با هم فرق دارن!!!! هم از جنبه سلامت هم قیمت! من که راضی نبودم	SAD	1
1721	غذا واقعا دیر رسید، زمان زد ۳۲ دقیقه اما یک ساعتو ۵ دقه طول کشید تا بیاد برنجش یخ شده بود، کبابشم شده بود مث ادامس، روغن کباب ماسیده بود نتونستم دیگه غذارو بخورم ریختمش دور، واقعا متاسفم همین، دیگه من از این رستوران غذا نمیگیرم.	SAD	1
1722	پیتزا خانواده نبود پیتزا ۲ نفره بود سرد هم بود اما خوشمزه بود	SAD	1
1723	پیتزا خمیر بود و اصلا کیفیت مناسبی نداشت	SAD	1
1724	حجمش خوب بود واقعا. اما ترد نبود قسمت کیکش و نرم بود. پنیرشم شیرین بود.	SAD	1
1725	غذا هنگام تحویل سرد بودش	SAD	1
1726	واقعا حیف پول. همین. بسیار بدطعم. شور و بدشکل.	SAD	1
1727	کباب کاملا سوخته بود و عین لاستیک بود	SAD	1
1728	ممنون همه چیز تازه و خوب، گاهی روز تعطیل مخصوصا وقتی کسالت هم داری، بهترین گزینه خرید اینترنتی از سوپر مارکت است. پایدار باشید	HAPPY	0
1729	خیلی خوب بود و از یک کیلو هم بیشتر گذاشته بودند	HAPPY	0
1730	سلام مرغ کاملا نپخته بد بو بسیار تند وفاقد کیفیت بود ضمنا استفاده از رنگ به حای زعفران کاملا مشهوده اصلا پیشنهاد نمیکنم	SAD	1
1731	خیلی خوب بود تازه و عالی رسید دستمون خمیر هم نشده بود	HAPPY	0
1732	نصف تخم مرغ‌ها شکسته بود	SAD	1
1733	یک ساعت و ۱۵ دقیقه طول کشید تا غذا به دست ما برسه!	SAD	1
1734	خوشمزه بود. گرم و سریع هم رسید.	HAPPY	0
1735	پاستا رو توی فود پارتی گرفتم، سریع به دستم رسید و گرم بود اما حجمش بسیار کم بود و کیفیت غذا هم پایین بود، فکر کنم دیگه هیچ وقت از این رستوران غذا سفارش ندم.: (	SAD	1
1736	در حالی که قیمت بالا میره کیفیت آب میره …	HAPPY	0
1737	سلام تا حالا دو بار من سفارس نون دادم که بیات یا مونده بوده لطفا نون تازه بفرستید	SAD	1
1738	پنیری که همراه سیب زمینی میکس شده بود اصلا خوب نبود و خیلی هم شور شده بود. پیتزا نسبتا سرد بود و از مزه افتاده بود. در زمان سفارش نیز ذکر کرده بودم که سس سفید همرا سفارش ارسال بشه که متاسفانه ارسال نشده بود.	SAD	1
1739	همه چیز خوب ولی رفتار پیک خوب نبود	HAPPY	0
1740	از کی تا حالا کوبیده‌ی معمولی اسمش شده کباب ساطوری؟ بی‌مزه‌ترین کوبیده‌ای بود که تا حالا خوردم و بهتره از اندازه‌ش نگم براتون:	SAD	1
1741	بدمزه بود. پوره‌ی سیب‌زمینی کنار هات‌داگ ترکیب خوبی نبود به نظرم	SAD	1
1742	کیفیت خوب بود اما متاسفانه من کیک میخاستم سفارش بدم با عنوان کیک نارگیلی اما شیرینی کیک نارگیلی بود … درصورتی که من فک میکردم کیک هست نه شیرینی	HAPPY	0
1743	بعد از۲ ساعت اززمان سفارش ساعت ۴ بعداز ظهر سفارش رو اورد	SAD	1
1744	کیفیت غذا بسیار پایین بود و کباب بوی بد میداد و مانده بود. کلم پلو نمیشد خورد. البالو پلو بیش از حد شیرین بود. اش مانده بود. از رستوران شما این انتظار نمیرفت.	SAD	1
1745	ما در یک برج زندگی می‌کنیم که همیشه غذاه را جلوی درب واحد تحویل می‌دهند. برای اولین بار اتفاق افتاد … پیک گفت کلی غذا دارم و بخاطر ۱۰ هزار تومان غذای شما نمی‌تونم بیام بالا، بیا پایین بگیر … واقعا شوکه شدم … و در نهایت به لابی من تحویل دادند و از ایشان تحویل گرفتم.	SAD	1
1746	خوب و تازه بود. فقط کنجدی یافت نشد. ولی باز هم ممنون	HAPPY	0
1747	مثل همیشه سریع و عالی/ متشکرم	HAPPY	0
1748	پیتزا و قارچ سوخاری عالیه، ولی سیب زمینی رو فکر کنم با روغن مونده درست کردند!! بوی ماهی میدهد. فکر کنم روغن رو عوض کنید و ظرف سرخ کن رو کاملا بشورید درست بشه	HAPPY	0
1749	خیلی سریع و دقیق و با تخفیف خوب	HAPPY	0
1750	عالی مثله همیشه عاال خداخیرتون بده	HAPPY	0
1751	به نظرم اصلا ارزش خرید نداره	SAD	1
1752	کیفیت غذا مناسب بود. دو بار از این رستوران سفارش دادم هر دوبار رو دیر اورد نیم ساعت تا ۴۵ دقیقه دیر کرد داشت.	HAPPY	0
1753	من نون تازه و داغ خواستم نه سرد	SAD	1
1754	یکم دیر رسید ولی خوشمزه بود	HAPPY	0
1755	غذا رو برای من اشتباه فرستاده بودید به علاوه اینکه نوشابه‌ای که حساب شده رو برای من نفرستادید!!	SAD	1
1756	در ابتدا تشکر ویژه از پیک خوش اخلاق و وظیفه شناستون و سپاس از برخورد محترمانه تیم شیراز برگر طعم برگر عالی بود و باینکه تندیش برای من زیاد بود ولی دلچسب بود. لیمو کنار برگر ایده نوآورنه و بهینه‌ای برای هضم بهتر غذا و افزایش لذت از طعم غذا کاهو تازه و با قطعات کوچک و منظم بود در نهایت از اینکه با شیراز برگر آشنا شدم خوشحالم	HAPPY	0
1757	قبلا تعداد ۱۱ تایی یا ۱۳ تایی هم داشتن بهتر و تازه‌تر بود الان باید حداقل ۲۲ تا انتخاب کنیم به بالا …چرا؟	HAPPY	0
1758	متاسفانه ابمیوه‌ها مزه ترش داشتم	HAPPY	0
1759	سلام پاستای بلونز نسبت به دفعه قبلی که گرفتم مزه و کیفیت پایین‌تری داشت. سالاد کلم هم کم مزه و کوچک بود.	HAPPY	0
1760	انقدر غذا دیر رسید که روغن تو جعبه‌ی پیتزا ماسیده بود و غذاهاسرد سرد بود. ما‌که‌مزشو نفهمیدیم. دوبار فقط تاخیر ثبت کردم. جلوی مهمان‌ها واقعا آبرو داری کردید!!!	SAD	1
1761	خیلی خوشمزه و عالی و با کیفیت بود اصلا از ۵ باید ۱۰ نمره بدیم بهشون	HAPPY	0
1762	هنگام انتقال کیک کج شده بود و به دیواره جعبه خورده بود	HAPPY	0
1763	سوپرمارکت راد واقعا کارش عالیه، بدون کم و کسری، دقیقا چیزی که خریدی رو میفرسته. سپاس	HAPPY	0
1764	نوشته شده یتزا خانواده ولی کوچیکتر از اندازه بود	SAD	1
1765	پیتزا کاملن بی کیفیت و سرد بود. انگار کهنه بود	SAD	1
1766	سریع بود. راضی هستم	HAPPY	0
1767	کیفیت شیرینی بسیار پایین و طعم ماندگی می‌داد و کاملا مشخص بود که تازه نبوده است.	SAD	1
1768	سسش خیلی کم بود دوتا دونه کرنبری توش بود کلا یه تیکه کوچک مرغ اضافه شده بود ۶۵۰۰	SAD	1
1769	تشکر، خیلی خوب بود	HAPPY	0
1770	سوخاری بصورت ۲ مدل نرمال و اسپایسی بود ک متاسفانه روی بسته‌ها مشخص نکرده بودن ک کدوم به کدومه و خلاصه ما ۱۰ مین اینا حیروون بودیم	HAPPY	0
1771	خیلی خیلی معمولی رو به ضعیف	SAD	1
1772	متاسفانه به توضیحات توجهی نکردید. ضمن اینکه هزینه ارسال برای مسافت بسیار کوتاه قنادی تا منزل ما خیییلی غیرمنطقی و زیاده	HAPPY	0
1773	مثل همیشه عالی خدا قوت	HAPPY	0
1774	تحویل کالاها علی رغم چندین مرتبه پیگیری بیشتر از ۲/۵ ساعت طول کشید	SAD	1
1775	بال و بازو خوب بود سوخاری معمولا ران مرغ است ولی یکی از دو تکه قسمتی از سینه و گردن بود و کیفیت هر دو تکه پایین بود. سیب زمینی بسیار بی کیفیت و مانده بود و اصلا قابل خوردن نبود. هزینه حمل به نسبت فاصله، زیاد بود.	SAD	1
1776	تعداد حدودی شیرینی رو ذکر کنید موقع سفارش.	SAD	1
1777	کرایه حمل برای یک کوچه، خیلی زیاد است	HAPPY	0
1778	بیش از حد پخته شده بود، در حقیقت سوخته بود	SAD	1
1779	متاسفنه دیر تحویل شد و علی رقم کیفیت خوب بسته بندی، غذا سرد شده بود و در کل راضی نبودم.	SAD	1
1780	خیلی غذای عالی و سالمی بود …	HAPPY	0
1781	واقعا غذاشون بی کیفیته. من قبلا هم گرفتم و بد بود اما گفتم شاید اون بار بد بوده. بعد مدتها که گرفتم باز هم بد بود. هم جوجه ش و هم برنجش	SAD	1
1782	بیشتر از ١٠ بار سفارش دادم عالیییی و خوشمزه البته چندین بار حضوری شوهرم رفته ازش خریده خیلی خوبه	HAPPY	0
1783	شویدپلو تعریفی نداشت ولی مرغش بد نبود	HAPPY	0
1784	قابل خوردن نبود مونده بود	SAD	1
1785	با یک ساعت و نیم تاخیر واقعا جای تاسف داره	SAD	1
1786	چرا چیزی رو ک ندارید از منو حذفش نمیکنید آخه. نصف سفارشای منو پشتیبان اسنپ حذف کرد اونیم ک فرستاده شد هیچ دورچینی باهاش نبود	SAD	1
1787	چیزی که تحویل گرفتم لازانیا نبود، یکسری مواد بی کیفیت و سوخته که در روغن غرق بود.	SAD	1
1788	غذا با تاخیر زیاد رسید بسیار سرد و له شده و بهم ریخته بود واقعا متاسفم براتون که شعور مشتری رو زیر سوال می‌برید	SAD	1
1789	همه چی عالی مرسی.	HAPPY	0
1790	سرد آوردن. بدلیل ماه رمضان. اما چنین چیزی در منو نوشته نشده بود	SAD	1
1791	متاسفانه پیتزا سیب دیگ مثل سابق نیست، قیمت‌ها رو ماهانه افزایش میدن ولی کیفیتو پایین اوردن، نمیدونم پیتزا اگ پنیر نداشتا باشه چی باید داشته باشه که دریغ میکنن از ریختنش؟ اندفه واقعا یه ورقه خشک با چارتا پپرونی روش دریافت کردم! امیدوارم مثه سابق بشه	SAD	1
1792	در ارسال تعجیل فرمایید	HAPPY	0
1793	خوشم نیومد، پیتزا بوقلمون که طعم خاصی نداشت و خیلی بی مزه بود، یه تیکیه گنده بوقلمون هم توش بود که بافتش اصلا خوب نپخته بود. سیب زمینی با سس قارچم هم نسبتا به جاهایی که تا حالا خورده بودم خیلی سطح پایین بود و اصلا سس خوشمزه و هیجان انگیزی نداشت.	SAD	1
1794	عالیییییی خیلی تازه و خوب بود تشکر	HAPPY	0
1795	شیرینی ساق عروس بسیار تازه و خوش مزه بود. ممنون	HAPPY	0
1796	ظاهرش پخته بود اما متاسفانه کمی خام و سفت بود.	SAD	1
1797	پیتزا سیر و استیک بسیار شور بود کیفیت نسبت به قبل افت پیدا کرده	SAD	1
1798	ممنون از هماهنگى شما	HAPPY	0
1799	کیفیت کراسون خوب نبود کروسان‌ها تازه نبودن و بیات شده بودن	SAD	1
1800	تاخیر، تاخیر، تاخیر … …. نان رول قد یه بند انگشت	SAD	1
1801	عدم تنوع کالاهای لبنی	HAPPY	0
1802	غذا بسیار خوب بود یکم مواد روی پیتزا رو بیشتر کنید	HAPPY	0
1803	اگر میخواین توی تعداد بالا سفارش بدین حداقل من خیلی راضی بودم چون نه دیر فرستادن نه از کیفیت کارش زدن. با توجه به قیمت و‌ کیفیتش به نظرم بهترین انتخابه. ما پپرونی و مارگارتیا و فیله مرغ سفارش دادیم و من به شدت از هر سه تاش راضی بودم	HAPPY	0
1804	افتضاحترین ساندویچ عمرم بود نون بیات بود کاهو زرد شده بود واقعا بد بود	SAD	1
1805	نون سیر مثل همیشه نبود چون دور تا دوره هر دو نون سیر سوخته بود	SAD	1
1806	ماشروم قبلا بهتر بود ولی بقیه عالی ممنون	HAPPY	0
1807	نسبت به دو ماه قبل پیتزاش زمین تا آسمون فرق داشت و افتضاح بود! مواد پیتزا خیلی کم شده بود و اندازه پیتزا کوچیکتر شده بود. مزه سابق رو نمیداد. بعد از مدتها خرید از شیراز برگر تصمیم گرفتم دیگه ازش هیچ غذایی رو نگیرم. یادتون باشه اون‌هایی موندنی هستند که کیفیت و کمیت خودشون‌رو حفظ میکنند. نه شما که هر دو رو از دست دادید!	SAD	1
1808	فندک ارسالی خراب است	SAD	1
1809	لوبیا پلو خوب بود ولی طعم لوبیا غالب بود. مرغ تکه‌ای و خوب طعمدار شده بود ولی اگر همه مواد با هم مخلوط میشد بهتر بود. ران مرغ در زرشک پلو تقریبا نصفه بود و سس آن نمک زیادی داشت	HAPPY	0
1810	من از کیفیت رستوران شما راضیم و همیشه کامنت خوب دادم. ولی اینبار پیکتون ازم درخواست انعام کرد و وقتی گفتم ۸۰۰۰ تومن پول پیک دادم گفت باشه مسئله‌ای نیست. خواستم بپرسم مگه شما پول پیک رو بهشون نمیدین؟ آیا ۸۰۰۰ تومن روی یه بیل ۲۷۰۰۰ تومنی کافی و حتی زیاد نیست؟	HAPPY	0
